Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
2020-01-02,53.66647720336914,53.7811501050937,53.119581107697584,53.13722335141782,18056000
2020-01-03,53.01371765136719,53.54297476845825,52.75791357793213,52.75791357793213,15293900
2020-01-06,52.8637580871582,53.101923260025856,52.3345043907276,52.56384676187075,17755200
2020-01-07,51.9816780090332,52.749097050459284,51.94639352404693,52.73145480796615,21876100
2020-01-08,52.01695251464844,52.325683286764566,51.62001054698982,51.94638355821444,23133500
2020-01-09,52.308048248291016,52.493286737060295,51.89346734936646,52.087525276447536,18813300
2020-01-10,51.9904899597168,52.99607744751022,51.92874380234087,52.54620874101336,15200600
2020-01-13,52.56385803222656,52.731454286884656,52.11399263029501,52.19337767335911,16453300
2020-01-14,52.4227180480957,52.69616772844413,52.211014527033484,52.475644769589586,17051200
2020-01-15,51.9904899597168,52.61677770082197,51.822893727541164,52.308043549029115,18498800
2020-01-16,52.62559509277344,52.78437188125791,52.10516081161057,52.272757037271695,21365500
2020-01-17,52.57267379760742,52.925511889502815,52.255123552797684,52.9078696484167,21803400
2020-01-21,53.410667419433594,54.02813246342694,52.740279011469866,52.75792125443125,28358500
2020-01-22,55.3336181640625,55.439468237798536,53.78113807791906,53.84288423467451,29475100
2020-01-23,55.854061126708984,56.198076443414415,55.4041957198435,55.448299643667376,42778700
2020-01-24,60.39682388305664,61.12013885705264,58.62381756113223,58.72084819311684,84711000
2020-01-27,57.94462585449219,59.47064125160739,57.865234074678966,58.85317954118411,30764000
2020-01-28,59.37361145019531,59.611780063246194,58.165149695227235,58.65911907069868,30915400
2020-01-29,58.50914764404297,60.035162609396956,58.368009733120104,59.65586288607425,18055800
2020-01-30,58.63265609741211,58.65911778054065,57.27423361491498,57.900518124992544,18522400
2020-01-31,56.39213562011719,58.20042671294582,56.162789841017585,58.04164990123488,25268400
2020-02-03,56.82435989379883,57.37125930715375,56.718513170446265,56.85964437819211,16646600
2020-02-04,57.74172592163086,58.27097963276198,57.26539556266503,58.01517221425296,20970800
2020-02-05,59.40007019042969,59.629415987602854,58.33273971141703,58.82671579223828,23401400
2020-02-06,59.47098922729492,59.74578899181427,59.18732997193018,59.65714674256969,17408000
2020-02-07,58.522483825683594,59.65712723916946,58.513624337734605,59.267093354440945,18134600
2020-02-10,58.8504638671875,58.859330117560106,58.008352681911866,58.11472063451322,22299300
2020-02-11,59.754638671875,60.0205653458504,59.01002910621376,59.24050430070036,17975600
2020-02-12,59.7989616394043,60.357413790328536,59.66599490928838,59.92306211738746,15586600
2020-02-13,59.781246185302734,59.96739693431042,59.16073692564045,59.382345926311984,11602700
2020-02-14,59.63054275512695,60.15354347688361,59.23164928700013,59.85215174030174,13405500
2020-02-18,58.628868103027344,59.11641053839692,58.398392882400906,59.08981854428021,12758400
2020-02-19,59.48870849609375,59.5684844737692,58.66432291193765,58.85047362281566,13551200
2020-02-20,58.01722717285156,59.64827275186588,57.22829975985618,59.42666377601394,26452600
2020-02-21,57.03327941894531,57.839939289747676,56.76735272137145,57.77788905068356,20775900
2020-02-24,54.74626922607422,55.64157120748157,54.35623872200093,54.61330589539385,26903100
2020-02-25,52.94681167602539,55.20722236434595,52.7074735963466,54.95015854378814,34495700
2020-02-26,52.87589645385742,53.91302470951246,52.53904990539088,53.28365610745765,26190100
2020-02-27,49.48971176147461,51.8653565668769,49.46311638837468,51.35122556722879,42226900
2020-02-28,49.21491622924805,49.977251561499216,47.51295772770149,48.13346346661413,60721700
2020-03-02,51.57283401489258,51.60829225769276,48.32847919132747,49.454253039102035,43140300
2020-03-03,49.61381530761719,52.31744395752906,49.10854714668053,51.439870983463905,49740300
2020-03-04,52.016056060791016,52.0426480542734,49.78223730819138,50.53570642972391,29223100
2020-03-05,50.491390228271484,51.998331999507116,50.181139002495655,50.580035850982256,29099200
2020-03-06,49.436519622802734,49.649262298153054,48.346204112551746,48.913522422131074,36259200
2020-03-09,45.075260162353516,46.72403133107639,44.32179106681144,46.023746220664535,56197000
2020-03-10,47.84980773925781,47.86753686239239,44.70296108478632,46.76835489843984,36569000
2020-03-11,45.79327392578125,47.45977419963433,45.21708929522246,46.44037166294854,38563500
2020-03-12,40.36829376220703,44.4015766371938,40.217597893127646,42.540062504579836,50661700
2020-03-13,48.24870681762695,48.75397501545012,42.31845180126395,42.77939549843081,48805100
2020-03-16,39.543907165527344,46.31627709324348,38.67520036458056,42.11456931980219,53878900
2020-03-17,44.39270782470703,45.76668267980936,40.06690004355074,40.563301942357896,52085200
2020-03-18,42.203216552734375,44.36611907554981,40.06690602661613,41.405422836970374,49309900
2020-03-19,40.722862243652344,43.63923703837462,40.031443354034515,42.40709173242102,44538000
2020-03-20,40.62535095214844,43.80765196276958,40.306233549700295,41.228124134959,52344000
2020-03-23,43.949485778808594,44.756142170005134,40.69626484231256,40.793773315119395,46698500
2020-03-24,46.44923782348633,48.43485214540475,45.51847751726004,47.10519842963492,50019800
2020-03-25,45.43870162963867,47.68138670094152,44.2420145466372,46.520154483140566,41106100
2020-03-26,49.232643127441406,49.596081655298946,45.793271417470756,45.864187901679095,41459800
2020-03-27,46.42264938354492,48.434859379735904,46.15671927696794,47.35340644730676,31633500
2020-03-30,49.18832015991211,49.729043114923435,46.83040125268314,46.97223083426518,31628600
2020-03-31,47.97391891479492,49.463131775252876,47.17612848479009,48.807170980459034,48074700
2020-04-01,45.98828887939453,48.479171238963794,45.58939210499322,46.5378781121896,29586600
2020-04-02,48.17778778076172,48.36394188183995,45.40324596543232,45.46529620529691,27810000
2020-04-03,47.98276901245117,48.869204779412854,46.741757586111184,47.734564698292715,23906100
2020-04-06,51.7944450378418,52.09583335076486,49.74677708402763,50.19886124415437,32323400
2020-04-07,51.76785659790039,54.506943594598084,51.599431617027555,53.132965279303875,41410000
2020-04-08,52.281986236572266,52.75179615687849,51.33350014379304,52.29085248873904,26719500
2020-04-09,50.65095138549805,52.93795783833537,49.69360228491573,52.618840344312964,40499700
2020-04-13,52.033782958984375,52.095833195446694,50.145673728316574,50.145673728316574,23251900
2020-04-14,53.77119827270508,53.98394436355708,52.7517956974084,53.22160899510696,25674000
2020-04-15,52.184471130371094,53.03545201173259,51.75898238043235,52.95567265977632,22841600
2020-04-16,53.88643264770508,54.03712510934584,52.13129018400507,52.8404381418408,24433500
2020-04-17,53.50526809692383,55.0742599469352,53.03545818157306,54.97675146303575,27385600
2020-04-20,52.45927810668945,53.22161354024317,52.20221087788931,52.547920346248624,26420300
2020-04-21,49.95951843261719,51.94513258009935,49.57835079706335,51.51078096473686,25248000
2020-04-22,53.27479553222656,53.629371240127014,51.2448599180244,51.652619615070726,23350400
2020-04-23,52.33517074584961,53.274790535127046,52.131290916450084,52.893622868406645,35092000
2020-04-24,52.53018569946289,52.654289555877064,49.72904861717386,49.81769422889827,50187000
2020-04-27,52.716339111328125,53.03545654643877,51.75898680599617,52.9379480655456,25902200
2020-04-28,52.078102111816406,53.38116379141253,51.64374709145632,53.177283967646495,28784700
2020-04-29,54.78173828125,54.98561813372808,52.58337764148258,52.68974900332231,30451500
2020-04-30,53.168426513671875,54.55126777759426,52.96454665617105,54.400571911581224,26279900
2020-05-01,50.9434814453125,52.58338680355866,50.801651810985724,52.149035027832696,21194800
2020-05-04,51.4044189453125,51.47533205841141,49.91520637390511,50.633217283397705,18957200
2020-05-05,52.078102111816406,52.56564111486424,51.72352644697209,52.11356035459767,17252100
