Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02,301.1949157714844,301.2134763683978,299.02544795208075,299.96185270123607,59151200
2020-01-03,298.9142150878906,300.0545884148705,297.6996842496835,297.7553094565026,77709700
2020-01-06,300.0545349121094,300.13797270746016,297.01353991573654,297.1340706068842,55653900
2020-01-07,299.21087646484375,299.96184498710954,298.75656625604176,299.4797221772456,40496400
2020-01-08,300.8055725097656,302.03863571595645,299.15529193732596,299.4056053809176,68296000
2020-01-09,302.84521484375,302.91940064879424,301.79755962285844,302.39093288883385,48473300
2020-01-10,301.9736328125,303.59610025680854,301.5008186826548,303.43850497805573,53029300
2020-01-13,304.0504455566406,304.05969756061086,302.16838423524933,302.6041338167335,47086800
2020-01-14,303.5868835449219,304.6716032036604,303.0213229716388,303.60541584646273,62832800
2020-01-15,304.2729187011719,305.0424194018251,303.4106999141106,303.4941377038016,72056600
2020-01-16,306.80401611328125,306.80401611328125,305.44114212590415,305.672923223801,54050300
2020-01-17,307.7590026855469,307.97222322206403,306.73916003178357,307.52722155030955,95846000
2020-01-21,307.15631103515625,307.9721850570609,306.71130941854796,306.78546692345196,77742400
2020-01-22,307.19342041015625,308.68610552883285,307.03582509368584,308.02782677964075,48914900
2020-01-23,307.5458068847656,307.9630243175707,305.40415108938026,306.5352443561137,51963000
2020-01-24,304.8106994628906,308.2966964971266,303.50345057505217,308.213258690702,87578400
2020-01-27,299.9246826171875,301.42661931383003,299.14590167424643,299.48893310575295,84062500
2020-01-28,303.0677795410156,303.9578112508608,300.01753162979446,301.37112564800043,63834000
2020-01-29,302.8173828125,304.68091200775257,302.6134143021062,304.4491308956502,53888900
2020-01-30,303.8001403808594,304.01338919524386,299.9618597770934,300.7220803414687,75491800
2020-01-31,298.2837829589844,303.3273426273975,297.3566584360201,303.1697190093118,113845600
2020-02-03,300.49951171875,302.3908531382433,299.6651055404282,299.78563622164114,69083000
2020-02-04,305.0796203613281,305.960400053816,303.8372767854383,304.1617760560179,62573200
2020-02-05,308.6026611328125,308.8159099629345,306.57228441815363,308.05566104886026,65951100
2020-02-06,309.6409912109375,309.83567939632974,308.5469630079782,309.5760857179438,50359700
2020-02-07,307.9907531738281,309.65028556560486,307.43447284589274,308.565565805044,64139400
2020-02-10,310.2899475097656,310.3548529998831,307.0542928237,307.09138571713675,42070000
2020-02-11,310.8277282714844,312.45944793843125,310.2899802874024,311.6621345536354,54864500
2020-02-12,312.830322265625,313.0435427661608,311.91244988533276,312.28329398041274,43992700
2020-02-13,312.4966125488281,313.47936235233453,311.1059256615722,311.3840517215845,54501900
2020-02-14,312.9971618652344,313.1176925483306,311.69919353494384,312.91372407545725,64582200
2020-02-18,312.19061279296875,313.06211200193417,310.78136558174384,311.98664429100677,57226200
2020-02-19,313.6833190917969,314.3693822097454,312.8860055540293,313.17341190309395,48814700
2020-02-20,312.39453125,313.961373515523,309.36281680680383,313.1269390452495,74163400
2020-02-21,309.177490234375,311.3376778826908,308.34305554467204,311.0224589460985,113788200
2020-02-24,298.9234619140625,309.2516130317988,297.82943361740735,299.5909926147371,161088400
2020-02-25,289.8654479980469,300.95384828225366,288.9754164655574,300.3326907572426,218913200
2020-02-26,288.79913330078125,294.9274095147848,288.0574453994632,291.2838188931346,194773800
2020-02-27,275.8287658691406,288.8548512652725,275.8287658691406,283.1993872469276,284353500
2020-02-28,274.669921875,276.18113938347227,264.73114579745976,267.6608627028327,384975800
2020-03-02,286.56494140625,286.62984691920883,273.00110387773543,276.4778211542748,238703600
2020-03-03,278.35980224609375,290.96869890428064,275.8843961075198,286.94498267173964,300139100
2020-03-04,290.0600891113281,290.2826181785141,281.2245958409201,283.81128050835054,176613400
2020-03-05,280.41802978515625,285.9900563178503,278.14659204867735,282.7544013117626,186366800
2020-03-06,275.7823486328125,277.0061593318743,269.0792589685934,271.7864457098805,228667200
2020-03-09,254.24537658691406,263.4795292210145,253.52222056665795,255.23737835639645,309417300
2020-03-10,267.40130615234375,267.4939959832099,253.5685938139321,263.896776078908,276444100
2020-03-11,254.36587524414062,261.3934951026014,251.13949995245284,260.2438697268134,255316300
2020-03-12,230.02883911132812,247.2269998344369,229.6301682566486,237.3438501778921,392220700
2020-03-13,249.69314575195312,251.69573781552214,230.40895574600478,243.91715065711855,329566100
2020-03-16,222.3708038330078,238.17826430573805,220.0622588716851,223.6038668959046,297240000
2020-03-17,234.37709045410156,237.5015098258838,219.7934251575421,227.18259484964452,262070500
2020-03-18,222.5098876953125,230.26991550171127,211.4029397622915,219.03317070007324,327597100
2020-03-19,222.9827117919922,229.35206682364282,215.29685579474065,221.81453999708035,289322000
2020-03-20,213.37342834472656,227.98689507054252,213.093652650611,226.17769504257595,347158800
2020-03-23,207.9178466796875,214.19408009070773,203.54406232495595,212.8045507552266,326025200
2020-03-24,226.755859375,227.6418180006614,218.0362819028041,218.61447449640954,235494500
2020-03-25,230.1504669189453,239.06590706452997,223.5851369380366,228.3599223786975,299430300
2020-03-26,243.5889434814453,245.0810428090124,232.25813278042165,232.69644478438633,257632800
2020-03-27,236.33346557617188,243.2252033197618,234.1232644732971,236.19358483421166,224341200
2020-03-30,244.00852966308594,244.73593787908052,236.43601632222862,238.4597047415963,171369500
2020-03-31,240.37149047851562,245.57525260936177,238.94465017973812,242.99202705038826,194881100
2020-04-01,229.5536346435547,240.28759621981686,227.4553381139793,231.2602508618741,189554600
2020-04-02,234.85067749023438,235.64335876050833,228.09882035351683,228.65837179252074,177660400
2020-04-03,231.45606994628906,236.24019000471637,228.68631772614506,233.85278317972373,135561200
2020-04-06,247.0021514892578,248.99787848320506,231.43746459643546,240.45547594101922,188061200
2020-04-07,247.2539825439453,256.48648310210905,247.03017331779944,255.72176363281355,201427200
2020-04-08,255.55384826660156,257.39102447097054,247.36583058306135,249.89310405019953,153774500
2020-04-09,259.4426574707031,262.24038550183235,256.89671471678946,258.8644364379023,189999200
2020-04-13,257.07391357421875,258.79918493331627,253.11046542005838,258.45413635348916,114839100
2020-04-14,264.6557922363281,265.6909380967998,256.93406289185134,262.0352555449032,134143400
2020-04-15,259.0323486328125,264.79566214468906,256.88740651035886,258.8551568956544,121775000
2020-04-16,260.2819519042969,261.1492407026327,257.1671516636371,260.3285693175565,131798300
2020-04-17,267.3136291503906,267.9291043366545,263.35948710128525,266.1385741475947,146684800
2020-04-20,262.6041259765625,267.4535335494662,262.38031679810956,263.55534344495436,100109300
2020-04-21,254.63063049316406,259.2935118022099,253.6793844917386,258.0718391760374,126385700
2020-04-22,260.2819519042969,262.0538405075518,258.239608308242,259.5825199456468,92951600
2020-04-23,260.2633056640625,264.79563996441124,259.9555680968602,261.57824128021423,104709700
2020-04-24,263.89105224609375,264.57184302427623,259.7224360656363,261.80209095189224,85063200
2020-04-27,267.6960144042969,268.833758623907,265.4298608352278,265.8961489832652,77896600
2020-04-28,266.4649658203125,271.7526561022718,266.1571997853,271.3982726486029,105270000
2020-04-29,273.4405822753906,274.9979966111752,270.8293810381004,271.87386153301645,118745600
2020-04-30,270.89471435546875,273.54322705040823,269.13213187491306,272.04176473808707,122901700
2020-05-01,263.72320556640625,271.0625749832255,262.5388156947959,266.0732871131243,125180000
2020-05-04,264.45068359375,264.75842126825177,260.31004230425947,261.8114765737513,80873200
2020-05-05,266.89398193359375,269.7476627964931,264.5811827381862,267.31365260282996,79569900
2020-05-06,265.08477783203125,269.01091556129825,264.64646589123663,268.6192495052489,73632600
2020-05-07,268.2834777832031,270.24189322800635,267.7705723271666,268.34876493868796,75250400
2020-05-08,272.72259521484375,273.1982181997466,270.31653260177217,271.4636116112568,76452400
2020-05-11,272.7785339355469,274.17739821213945,270.3351888860266,270.76416596205763,79514200
2020-05-12,267.34161376953125,274.40119349845673,267.20170458098124,273.98155131270204,95870800
2020-05-13,262.6134338378906,267.82653078965365,260.1514192882402,266.7727152495365,144721100
2020-05-14,265.7562255859375,265.8867714472554,254.58395310614455,260.1421274300295,121977900
2020-05-15,266.9779357910156,267.02455322093897,262.37100669980106,263.331559127971,111146300
2020-05-18,275.11004638671875,276.74205513647047,272.9651319853204,273.2915109672915,119703800
2020-05-19,272.2842102050781,276.23832325579303,272.26556893105106,274.5037455925886,95189300
2020-05-20,276.90985107421875,277.78647500066535,275.64156107168105,275.8747051274388,85861700
2020-05-21,274.998046875,277.59994218127207,273.8882790313198,276.77927065384836,78293900
2020-05-22,275.52020263671875,275.69739431937893,273.4498831771757,274.70886622661976,63958200
2020-05-26,278.91485595703125,281.8151825155114,275.53893492584734,281.5727036149408,88951400
2020-05-27,283.0647888183594,283.1020998267104,276.8538293160821,281.7498532586017,104817400
2020-05-28,282.54254150390625,286.1516059380491,281.8617508032696,284.10926229609913,90405200
2020-05-29,283.8016052246094,284.3984392127956,279.278604815831,282.0669986371333,119090800
2020-06-01,284.9485778808594,285.56408143977836,282.6264728094524,283.14871307884545,55758300
2020-06-02,287.30804443359375,287.35469031653145,284.52898575324014,285.88120407905984,74267200
2020-06-03,291.1316223144531,292.10150950135704,289.04266079801346,289.32242226540586,92567600
2020-06-04,290.3669128417969,291.8963514751666,288.24064023782057,290.13376879109785,75794400
2020-06-05,297.808837890625,299.60870286996715,295.77582889447797,295.84111604957445,150524700
2020-06-08,301.40863037109375,301.60446339855105,298.0793266044891,298.6295431311322,73641200
2020-06-09,299.1610412597656,301.48314622376097,297.82743604714847,298.70405970021477,77479200
2020-06-10,297.4918212890625,300.65326841119503,296.7644129584786,299.7486683177794,95000800
2020-06-11,280.3417053222656,291.1036421592387,279.78218239518543,290.4601623331307,209243600
2020-06-12,283.698974609375,288.24061577799773,278.4672362164336,287.4572552493203,194678900
2020-06-15,286.3475646972656,287.4946438846565,276.73270454319635,277.92640116537063,135782700
2020-06-16,291.8590393066406,294.3583651498472,286.92573170449174,294.20914954279255,137627500
2020-06-17,290.646728515625,293.1926720202918,289.90065041134204,292.89424077857865,83398900
2020-06-18,290.7585754394531,291.243504766066,288.64163793716756,289.10792598735975,80828700
2020-06-19,289.09698486328125,294.4735199564145,287.12057481652477,294.27682512221,135549600
2020-06-22,290.9515686035156,291.3543341867788,287.3266211837307,288.4880953625206,74649400
2020-06-23,292.291015625,294.5858933186403,291.878874091569,293.6398372643726,68471200
2020-06-24,284.8350524902344,290.8485514007504,282.97106821028643,290.22096314675923,132813500
2020-06-25,287.8885803222656,288.1602255040483,282.2029263238514,284.2542576439699,89468000
2020-06-26,281.0508117675781,286.9893878943907,280.46072740182217,286.7739412119946,127961000
